name,latitude,longitude,geometry,Bundesland,Regierungsbezirk,Kreis,Typ
Camping at the Rudelsburg,51.1217313,11.7173733,POINT (11.7173733 51.1217313),Sachsen-Anhalt,Halle,Burgenlandkreis,Landkreise
Camping Blütengrund GmbH,51.17520649999999,11.8039891,POINT (11.8039891 51.17520649999999),Sachsen-Anhalt,Halle,Burgenlandkreis,Landkreise
Bahlmann's Radwelt & Freizeitressort,51.51466689999999,11.3286693,POINT (11.3286693 51.51466689999999),Sachsen-Anhalt,Halle,Sangerhausen,Landkreise
KNAUS Campingpark Leipzig Auensee,51.3699133,12.3138696,POINT (12.3138696 51.3699133),Sachsen,Leipzig,Leipzig Städte,Kreisfreie Städte
Madl Christian Casa beach cafe,51.6936106,11.9237515,POINT (11.9237515 51.6936106),Sachsen-Anhalt,Dessau,Köthen,Landkreise
Campers Sandersdorf E.V.,51.6280593,12.235361,POINT (12.235361 51.6280593),Sachsen-Anhalt,Dessau,Bitterfeld,Landkreise
Camping Strandbad Gerlebogk,51.7043164,11.8310255,POINT (11.8310255 51.7043164),Sachsen-Anhalt,Dessau,Bernburg,Landkreise
Campingplatz am Kulkwitzer See,51.3128055,12.2539866,POINT (12.2539866 51.3128055),Sachsen,Leipzig,Leipziger Land,Landkreise
Seehof Reibitz,51.5551219,12.4621436,POINT (12.4621436 51.5551219),Sachsen,Leipzig,Delitzsch,Landkreise
Campingplatz Saaletal,51.58869899999999,11.755273,POINT (11.755273 51.58869899999999),Sachsen-Anhalt,Halle,Saalkreis,Landkreise
Wakepark- und Wasserskianlage Eilenburg,51.4755929,12.6780279,POINT (12.6780279 51.4755929),Sachsen,Leipzig,Delitzsch,Landkreise
Gasthof Zur Fähre,51.3509866,12.7293808,POINT (12.7293808 51.3509866),Sachsen,Leipzig,Muldentalkreis,Landkreise
Heide-Camp Schlaitz,51.6496325,12.4214769,POINT (12.4214769 51.6496325),Sachsen-Anhalt,Dessau,Bitterfeld,Landkreise
Blauwasser Seemanagement GmbH,51.1675328,12.4395109,POINT (12.4395109 51.1675328),Sachsen,Leipzig,Leipziger Land,Landkreise
Campsite Lake Markkleeberg,51.2580535,12.4299515,POINT (12.4299515 51.2580535),Sachsen,Leipzig,Leipziger Land,Landkreise
Campingpark Pahna,51.04583359999999,12.5006691,POINT (12.5006691 51.04583359999999),Thüringen,Thüringen,Altenburger Land,Landkreise
Gesellschaft für Premiumcamping mbH,51.3192384,12.3692431,POINT (12.3692431 51.3192384),Sachsen,Leipzig,Leipzig Städte,Kreisfreie Städte
Campinghof Bartl,51.2704102,12.4314665,POINT (12.4314665 51.2704102),Sachsen,Leipzig,Leipziger Land,Landkreise
Ferienparadies-Waldidylle - Sven Fischer,51.4818873,13.4677855,POINT (13.4677855 51.4818873),Brandenburg,Brandenburg,Elbe-Elster,Landkreise
Campingplatz - Wasserwanderraststation,51.434033,13.2096406,POINT (13.2096406 51.434033),Sachsen,Leipzig,Torgau-Oschatz,Landkreise
"Campingpark & Wohnmobilhafen ""Am Großen Lausiger Teich""",51.687677,12.799816,POINT (12.799816 51.687677),Sachsen-Anhalt,Dessau,Wittenberg,Landkreise
Erholungsgebiet Waldbad Zeischa GmbH Campingplatz Waldbad Zeischa,51.5013365,13.4483493,POINT (13.4483493 51.5013365),Brandenburg,Brandenburg,Elbe-Elster,Landkreise
Oschatzer Freizeitstätten GmbH,51.29257,13.10643,POINT (13.10643 51.29257),Sachsen,Leipzig,Torgau-Oschatz,Landkreise
Familienpark Senftenberger See,51.4920333,14.0460974,POINT (14.0460974 51.4920333),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise
Campingplatz Radeburg - Richard Weser,51.2172448,13.7399047,POINT (13.7399047 51.2172448),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte
Camping Ortrand Lausitz camping experience,51.37277779999999,13.7797222,POINT (13.7797222 51.37277779999999),Sachsen,Dresden,Riesa-Großenhain,Landkreise
Waldcamping Lausitzer Seenland Inh.Michael Melcher,51.4511146,13.9454421,POINT (13.9454421 51.4511146),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise
Bilzbad Outdoor Swimming Pool,51.1232697,13.6482896,POINT (13.6482896 51.1232697),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte
Bad Sonnenland - Ferienpark mit Campingplatz,51.14275199999999,13.6795258,POINT (13.6795258 51.14275199999999),Sachsen,Dresden,Dresden Städte,Kreisfreie Städte
Schullandheime e.V. Waldschulheim Halbendorf Spree,51.2981619,14.5563297,POINT (14.5563297 51.2981619),Sachsen,Dresden,Bautzen,Landkreise
Retro Camping Gräbendorfer See,51.691992,14.1010608,POINT (14.1010608 51.691992),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise
Marina Camping Bärwalder See,51.3575187,14.559634,POINT (14.559634 51.3575187),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Ferien und Freizeitpark Geierswalde GbR,51.495513,14.133025,POINT (14.133025 51.495513),Sachsen,Dresden,Kamenz,Landkreise
Familienferienhof Leubner,51.19992,14.69268,POINT (14.69268 51.19992),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Campingplatz Sternencamp,51.39558520000001,14.5739341,POINT (14.5739341 51.39558520000001),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Kleine Freiheit- Erholung am Quitzdorfer See,51.26839500000001,14.787807,POINT (14.787807 51.26839500000001),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Campingplatz Tonschacht.,51.3020103,14.7988299,POINT (14.7988299 51.3020103),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Wohnmobilstellplatz „Am Erlichthof“ Rietschen,51.402318,14.789246,POINT (14.789246 51.402318),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Spree Camp,51.6471279,14.3840809,POINT (14.3840809 51.6471279),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
Peter Köppe Camping Inh.,51.596107,14.608414,POINT (14.608414 51.596107),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
"Drachenhof Sagar am Neißeradwanderweg, Zeltplatz",51.51933,14.76117,POINT (14.76117 51.51933),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
EBS recreation area Biehainer lakes e.V.,51.284097,14.923222,POINT (14.923222 51.284097),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Pension am Wald,51.639633,14.427258,POINT (14.427258 51.639633),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
Spree Camp Betriebsgesellschaft mbH,51.6448632,14.4147723,POINT (14.4147723 51.6448632),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
"Neiße-Tours Bootstouren, 3D Bogenschießen, Fahrradtouren, Camping, Gasthaus Taverne",51.3276305,14.9817674,POINT (14.9817674 51.3276305),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Neisse Camp - Tent & Camping,51.327648,14.9824464,POINT (14.9824464 51.327648),Sachsen,Dresden,Niederschlesischer Oberlausitzkreis,Landkreise
Campingplatz Tannenwiese,51.787599,7.2718928,POINT (7.2718928 51.787599),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Campingplatz Wachtenbrink,51.68432000000001,6.768439999999999,POINT (6.768439999999999 51.68432000000001),Nordrhein-Westfalen,Düsseldorf,Wesel,Landkreise
Erholungsgebiet Waldvelen,51.90244,7.012200000000001,POINT (7.012200000000001 51.90244),Nordrhein-Westfalen,Munster,Borken,Landkreise
Campingplatz Münster,51.94657900000001,7.69133,POINT (7.69133 51.94657900000001),Nordrhein-Westfalen,Munster,Münster Städte,Kreisfreie Städte
Frank Braun Campingplatz,51.8070752,7.411404800000001,POINT (7.411404800000001 51.8070752),Nordrhein-Westfalen,Munster,Coesfeld,Landkreise
Wohnmobilstellplatz Nordkirchen,51.7402598,7.533892699999998,POINT (7.533892699999998 51.7402598),Nordrhein-Westfalen,Munster,Coesfeld,Landkreise
Waldferiendorf Eversum - Olfen,51.70391249999999,7.3364556,POINT (7.3364556 51.70391249999999),Nordrhein-Westfalen,Munster,Coesfeld,Landkreise
Holiday Camp Heide Ahsener,51.70569,7.289670000000001,POINT (7.289670000000001 51.70569),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
NoBi-Trans,51.91645,7.478320000000001,POINT (7.478320000000001 51.91645),Nordrhein-Westfalen,Munster,Coesfeld,Landkreise
Camping Mahlenburg - Fam. Schöler,51.69194999999999,7.293720100000002,POINT (7.293720100000002 51.69194999999999),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Camping am Mühlenbach,51.67195,7.364310000000001,POINT (7.364310000000001 51.67195),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Freizeitpark Klaukenhof,51.6693247,7.370598799999998,POINT (7.370598799999998 51.6693247),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Campingplatz Gut Eickenscheidt,51.6271543,7.4331947,POINT (7.4331947 51.6271543),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Campingplatz Ludbrock - Naturpark Hohe Mark,51.65873999999999,7.215400000000001,POINT (7.215400000000001 51.65873999999999),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Camping For Abdinghoff,51.611615,7.3358089,POINT (7.3358089 51.611615),Nordrhein-Westfalen,Munster,Recklinghausen,Landkreise
Gästehaus und Zeltplatz Marina-Nord,51.6437592,7.641468199999998,POINT (7.641468199999998 51.6437592),Nordrhein-Westfalen,Arnsberg,Unna,Landkreise
Maria ven der Buss Campingplatz,51.90232,7.01268,POINT (7.01268 51.90232),Nordrhein-Westfalen,Munster,Borken,Landkreise
Team Cyclingpower e.V.,51.9025179,7.012194600000002,POINT (7.012194600000002 51.9025179),Nordrhein-Westfalen,Munster,Borken,Landkreise
Ferienpark Westheide,52.0832176,7.557938300000001,POINT (7.557938300000001 52.0832176),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise
Camping Ferienhof Wenker,52.07359,7.17836,POINT (7.17836 52.07359),Nordrhein-Westfalen,Munster,Borken,Landkreise
Campingplatz Heidekamp,52.0039226,8.097573299999999,POINT (8.097573299999999 52.0039226),Nordrhein-Westfalen,Detmold,Gütersloh,Landkreise
Regenbogen Tecklenburg,52.22962510000001,7.890578799999999,POINT (7.890578799999999 52.22962510000001),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise
Campingplatz Alsmann,51.963497,7.9578111,POINT (7.9578111 51.963497),Nordrhein-Westfalen,Munster,Warendorf,Landkreise
Campingplatz Sonnenwiese,51.9721255,7.827010800000001,POINT (7.827010800000001 51.9721255),Nordrhein-Westfalen,Munster,Warendorf,Landkreise
Christian Peitz-Austermann,51.99957999999999,8.06629,POINT (8.06629 51.99957999999999),Nordrhein-Westfalen,Munster,Warendorf,Landkreise
Kleine-Pollmann,52.01431999999999,8.089129999999999,POINT (8.089129999999999 52.01431999999999),Nordrhein-Westfalen,Detmold,Gütersloh,Landkreise
Hof Rohmann Bauernhof Camping Stellplätze,51.99098,8.16085,POINT (8.16085 51.99098),Nordrhein-Westfalen,Detmold,Gütersloh,Landkreise
WohnstattAdel - Eventhütte - Kota - Camping Pod - Glamping,51.82674489999999,8.4339116,POINT (8.4339116 51.82674489999999),Nordrhein-Westfalen,Detmold,Gütersloh,Landkreise
Camping Boker Lakeland,51.7198982,8.5213205,POINT (8.5213205 51.7198982),Nordrhein-Westfalen,Detmold,Paderborn,Landkreise
Campingplatz Lage,52.00136,8.73765,POINT (8.73765 52.00136),Nordrhein-Westfalen,Detmold,Lippe,Landkreise
Gästehaus Alte Liebe,52.09309729999999,8.312513599999999,POINT (8.312513599999999 52.09309729999999),Nordrhein-Westfalen,Detmold,Gütersloh,Landkreise
Staatsbad Salzuflen GmbH - Campground Flachsheide,52.0979827,8.7509564,POINT (8.7509564 52.0979827),Nordrhein-Westfalen,Detmold,Lippe,Landkreise
Camping Eggewald | Tractor Museum | Kempen,51.80331,8.94275,POINT (8.94275 51.80331),Nordrhein-Westfalen,Detmold,Lippe,Landkreise
Campotel,52.0980351,8.172946,POINT (8.172946 52.0980351),Niedersachsen,Weser-Ems,Osnabrück,Landkreise
Camping am Stausee,51.6686968,8.997537499999998,POINT (8.997537499999998 51.6686968),Nordrhein-Westfalen,Detmold,Höxter,Landkreise
Leisure and residential park on Lippesee GmbH,51.7628922,8.688313599999999,POINT (8.688313599999999 51.7628922),Nordrhein-Westfalen,Detmold,Paderborn,Landkreise
Campingplatz Bambi,52.0829237,9.158757,POINT (9.158757 52.0829237),Nordrhein-Westfalen,Detmold,Lippe,Landkreise
Wohnmobilhafen Bellersen,51.7724012,9.1886979,POINT (9.1886979 51.7724012),Nordrhein-Westfalen,Detmold,Höxter,Landkreise
Amaron Campingplatz & Resort,51.89936,9.254970000000002,POINT (9.254970000000002 51.89936),Nordrhein-Westfalen,Detmold,Lippe,Landkreise
Campingparadies Sonnenwiese,52.17442,8.90547,POINT (8.90547 52.17442),Nordrhein-Westfalen,Detmold,Herford,Landkreise
Freibad Halvestorf-Hameln,52.10695989999999,9.295023699999998,POINT (9.295023699999998 52.10695989999999),Niedersachsen,Hannover,Hamelin-Pyrmont,Landkreise
Erholungsgebiet Helenensee,52.1993168,9.0567161,POINT (9.0567161 52.1993168),Niedersachsen,Hannover,Schaumburg,Landkreise
Campingplatz am Freizeitsee,51.7057537,9.5558135,POINT (9.5558135 51.7057537),Niedersachsen,Braunschweig,Northeim,Landkreise
Camping and swimming lake Grosser Weserbogen,52.22178160000001,8.838363,POINT (8.838363 52.22178160000001),Nordrhein-Westfalen,Detmold,Minden-Lübbecke,Landkreise
Campingplatz am Waldsee,51.7663629,8.747803,POINT (8.747803 51.7663629),Nordrhein-Westfalen,Detmold,Paderborn,Landkreise
Wasserski Paderborn,51.7514893,8.6672068,POINT (8.6672068 51.7514893),Nordrhein-Westfalen,Detmold,Paderborn,Landkreise
Jugendcamp Haupthaus,51.658929,9.6326906,POINT (9.6326906 51.658929),Niedersachsen,Braunschweig,Northeim,Landkreise
Feierey - Mittelalter-Party- und Event-Location mieten-,51.730357,9.818751,POINT (9.818751 51.730357),Niedersachsen,Braunschweig,Northeim,Landkreise
Reisemobilpark am Badeland Uslar,51.667467,9.6285651,POINT (9.6285651 51.667467),Niedersachsen,Braunschweig,Northeim,Landkreise
Camping- & Ferienpark Humboldtsee,52.0043251,9.6428207,POINT (9.6428207 52.0043251),Niedersachsen,Hannover,Hamelin-Pyrmont,Landkreise
Campground in Hofgeismar,51.5092855,9.404283200000002,POINT (9.404283200000002 51.5092855),Hessen,Kassel,Kassel,Landkreise
Campingplatz Himmelspforte - Margot Schünemann,51.95897670000001,9.5050201,POINT (9.5050201 51.95897670000001),Niedersachsen,Hannover,Holzminden,Landkreise
Camping Hameln on the Weser,52.1093757,9.3473154,POINT (9.3473154 52.1093757),Niedersachsen,Hannover,Hamelin-Pyrmont,Landkreise
Weserbergland Camping Heinsen,51.8852391,9.442850600000002,POINT (9.442850600000002 51.8852391),Niedersachsen,Hannover,Holzminden,Landkreise
Campingplatz Prahljust,51.7849769,10.3502378,POINT (10.3502378 51.7849769),Niedersachsen,Braunschweig,Goslar,Landkreise
Camping - Heber Baude,51.95281,10.0873,POINT (10.0873 51.95281),Niedersachsen,Braunschweig,Goslar,Landkreise
Camping Innerstetalsperre,51.9083307,10.2823102,POINT (10.2823102 51.9083307),Niedersachsen,Braunschweig,Goslar,Landkreise
Am Krähenberg - Der Campingplatz im Harz,51.9002566,10.3277675,POINT (10.3277675 51.9002566),Niedersachsen,Braunschweig,Goslar,Landkreise
Wohnmobil-Stellplatz Alter Bahnhof Altenau,51.80124,10.43397,POINT (10.43397 51.80124),Niedersachsen,Braunschweig,Goslar,Landkreise
Seecamp Derneburg,52.1026803,10.1386255,POINT (10.1386255 52.1026803),Niedersachsen,Hannover,Hildesheim,Landkreise
Harz Camp Göttingerode,51.89203999999999,10.5116,POINT (10.5116 51.89203999999999),Niedersachsen,Braunschweig,Goslar,Landkreise
Harz Mountain Camp am Schierker Stern,51.75684299999999,10.683859,POINT (10.683859 51.75684299999999),Sachsen-Anhalt,Magdeburg,Wernigerode,Landkreise
Camping am Brocken,51.7761303,10.7955598,POINT (10.7955598 51.7761303),Sachsen-Anhalt,Magdeburg,Wernigerode,Landkreise
"Campingverein ""Die Wölfe vom Wolfstein e.V.""",51.8872821,10.5863867,POINT (10.5863867 51.8872821),Niedersachsen,Braunschweig,Goslar,Landkreise
Camping Braunlage,51.7128256,10.5974986,POINT (10.5974986 51.7128256),Niedersachsen,Braunschweig,Goslar,Landkreise
The Kreuzeck - Harz camping,51.84666499999999,10.349963,POINT (10.349963 51.84666499999999),Niedersachsen,Braunschweig,Goslar,Landkreise
HAWODI GmbH,51.9031821,11.044012,POINT (11.044012 51.9031821),Sachsen-Anhalt,Magdeburg,Halberstadt,Landkreise
Campingplätze Schachtsee,51.95577429999999,11.4655745,POINT (11.4655745 51.95577429999999),Sachsen-Anhalt,Halle,Aschersleben-Staßfurt,Landkreise
MBSV Wasserwandern Bernburg e. V.,51.79061189999999,11.727508,POINT (11.727508 51.79061189999999),Sachsen-Anhalt,Dessau,Bernburg,Landkreise
Ferien-& Erlebnispark Plötzky,52.06285549999999,11.8005801,POINT (11.8005801 52.06285549999999),Sachsen-Anhalt,Magdeburg,Jerichower Land,Landkreise
Im Baumgarten Fahrradpension und Campingplatz,51.9257232,11.8859596,POINT (11.8859596 51.9257232),Sachsen-Anhalt,Magdeburg,Schönebeck,Landkreise
Seepark Barby,51.97118450000001,11.858207,POINT (11.858207 51.97118450000001),Sachsen-Anhalt,Magdeburg,Schönebeck,Landkreise
ELB-AUE GmbH Plötzky,52.05445969999999,11.8107401,POINT (11.8107401 52.05445969999999),Sachsen-Anhalt,Magdeburg,Schönebeck,Landkreise
Campingplatz Plattensee,52.0611141,11.8562997,POINT (11.8562997 52.0611141),Sachsen-Anhalt,Magdeburg,Jerichower Land,Landkreise
MÖ/PR Zelt und Bühnenbau,51.80232669999999,12.4080432,POINT (12.4080432 51.80232669999999),Sachsen-Anhalt,Dessau,Anhalt-Zerbst,Landkreise
Junkers-Paddelgemeinschaft,51.8563944,12.2214489,POINT (12.2214489 51.8563944),Sachsen-Anhalt,Dessau,Anhalt-Zerbst,Landkreise
Wassersportfreunde Rodleben e.V.,51.8725382,12.2303535,POINT (12.2303535 51.8725382),Sachsen-Anhalt,Dessau,Anhalt-Zerbst,Landkreise
Camping am Koenigssee,51.7521183,12.5697186,POINT (12.5697186 51.7521183),Sachsen-Anhalt,Dessau,Wittenberg,Landkreise
Zeltplatz Friedensau gGmbH,52.21476819999999,11.9873338,POINT (11.9873338 52.21476819999999),Sachsen-Anhalt,Magdeburg,Jerichower Land,Landkreise
MCE Marina-Camp Elbe,51.85536,12.64581,POINT (12.64581 51.85536),Sachsen-Anhalt,Dessau,Wittenberg,Landkreise
Flaeming Camping - Der Campingplatz im Flaeming,51.9322498,13.0609364,POINT (13.0609364 51.9322498),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
COCONAT - a workation retreat,52.1319545,12.5170295,POINT (12.5170295 52.1319545),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Campingplatz Fläming Rast Körbitz,51.8969336,13.1127685,POINT (13.1127685 51.8969336),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
Wohnmobilstellplatz Jüterbog,51.9877692,13.0677287,POINT (13.0677287 51.9877692),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
Landurlaub-Siebach.de,52.1575082,12.9239606,POINT (12.9239606 52.1575082),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Camp Dobbrikow,52.1717959,13.0456343,POINT (13.0456343 52.1717959),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
Landgasthof Jüterbog,52.0101098,13.1251439,POINT (13.1251439 52.0101098),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
"Pension Campingplatz""Gartenidylle""",52.1573327,12.924163,POINT (12.924163 52.1573327),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise
"Bicycle Rental Daske, tents - and Wohnmobilstellplatz",52.133677,13.376177,POINT (13.376177 52.133677),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
Spreewald Caravan-und Wohnmobilpark Dammstrasse,51.86264,13.97041,POINT (13.97041 51.86264),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise
Spreewald Natur Camping Lübbenau,51.869381,13.9802623,POINT (13.9802623 51.869381),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise
Campingplatz Sonnenberg Kreblitz,51.89856259999999,13.70823,POINT (13.70823 51.89856259999999),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Stellplatz im Grünen,51.7290504,13.833425,POINT (13.833425 51.7290504),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise
Camping Tropical Island,52.0319438,13.7322996,POINT (13.7322996 52.0319438),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Camping Zesch am See,52.106858,13.5151234,POINT (13.5151234 52.106858),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise
RELAX CAMPING am Teupitzer See,52.1285935,13.593453,POINT (13.593453 52.1285935),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
KNAUS Campingpark Lübben,51.9367942,13.8946698,POINT (13.8946698 51.9367942),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Campingplatz D 71 Naturcamping Teupitz e.V.,52.1555039,13.6118932,POINT (13.6118932 52.1555039),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Camping Club Lake Schwerin e.V.,52.1572387,13.6178605,POINT (13.6178605 52.1572387),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
"Biwak Platz mit Strom, Ver- und Entsorgung Sanitärgebäude",52.0616628,13.8517051,POINT (13.8517051 52.0616628),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Ferienwohnung am Mühlstein,51.9444084,13.9792509,POINT (13.9792509 51.9444084),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Kneipp- und Erlebniscamping an den Spreewaldfließen,51.8259356,14.1386848,POINT (14.1386848 51.8259356),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
Campingplatz Jessern,52.0132651,14.1937378,POINT (14.1937378 52.0132651),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
"Zeltplatz "" Zur Erleninsel""",51.844496,14.0962171,POINT (14.0962171 51.844496),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
Bauernhof/Heuhotel Jakubik,51.8683558,14.1042122,POINT (14.1042122 51.8683558),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
Eurocamp Spreewaldtor,52.048047,14.038657,POINT (14.038657 52.048047),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Camping Am Grossen Mochowsee,51.9819099,14.2176808,POINT (14.2176808 51.9819099),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
Camping Nord GmbH,52.1272301,13.9433649,POINT (13.9433649 52.1272301),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise
"Campingverein ""Glower See e.V.""",52.09523,14.20184,POINT (14.20184 52.09523),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Naturcampingplatz am Grubensee,52.1556772,13.9892998,POINT (13.9892998 52.1556772),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Großsee,51.9327924,14.478115,POINT (14.478115 51.9327924),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
Campingfreunde Chossewitz e.V.,52.0905571,14.4262132,POINT (14.4262132 52.0905571),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Eurocamping-Neißetal Kiessee Bresinchen,52.00455729999999,14.6958621,POINT (14.6958621 52.00455729999999),Brandenburg,Brandenburg,Oder-Spree,Landkreise
"Naturcampingplatz ""Großer Treppelsee""",52.1362415,14.4578622,POINT (14.4578622 52.1362415),Brandenburg,Brandenburg,Oder-Spree,Landkreise
Camp Keune - bitte mit Voranmeldung,51.7182409,14.6662841,POINT (14.6662841 51.7182409),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
"Stadtgespräch in der Bauernschänke | Gaststätte, Pension & Camping",51.7857861,14.6183089,POINT (14.6183089 51.7857861),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
CampDeulo - camping on Lake Deulowitzer,51.92150899999999,14.648138,POINT (14.648138 51.92150899999999),Brandenburg,Brandenburg,Spree-Neiße,Landkreise
NON Aamsveen,52.18030659999999,6.939739200000001,POINT (6.939739200000001 52.18030659999999),Nordrhein-Westfalen,Munster,Borken,Landkreise
Campingplatz Zum Eichengrund,52.2192569,7.6659674,POINT (7.6659674 52.2192569),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise
Campingplatz Niedersachsenhof,52.2917631,8.104120199999999,POINT (8.104120199999999 52.2917631),Niedersachsen,Weser-Ems,Osnabrück Städte,Kreisfreie Städte
camping salzbergen in ems,52.32688889999999,7.355969299999999,POINT (7.355969299999999 52.32688889999999),Niedersachsen,Weser-Ems,Emsland,Landkreise
Camping & Freizeitanlagen Dreiländersee Gronau,52.2372869,7.079059399999998,POINT (7.079059399999998 52.2372869),Nordrhein-Westfalen,Munster,Borken,Landkreise
Wohnmobilstellplatz Lingen,52.5182374,7.305811500000002,POINT (7.305811500000002 52.5182374),Niedersachsen,Weser-Ems,Emsland,Landkreise
Campingplatz Leckermeyer-Hannker,52.4976837,8.357642199999999,POINT (8.357642199999999 52.4976837),Niedersachsen,Hannover,Diepholz,Landkreise
Campingplatz Weißes Moor,52.36601999999999,7.851660000000001,POINT (7.851660000000001 52.36601999999999),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise
Teutoburger Waldsee bei Pronobis,52.19539999999999,7.914789999999999,POINT (7.914789999999999 52.19539999999999),Niedersachsen,Weser-Ems,Osnabrück,Landkreise
"Camping Lengerich, Sonnenhügel am See",52.1874245,7.801797700000001,POINT (7.801797700000001 52.1874245),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise
Alfsee Ferien und Erlebnis Park,52.48551399999999,7.990534999999999,POINT (7.990534999999999 52.48551399999999),Niedersachsen,Weser-Ems,Osnabrück,Landkreise
Campingplatz Fürstenau FürstenSEA,52.51782,7.701359999999998,POINT (7.701359999999998 52.51782),Niedersachsen,Weser-Ems,Osnabrück,Landkreise
Campsite Heidesee Holdorf,52.5779406,8.114733,POINT (8.114733 52.5779406),Niedersachsen,Weser-Ems,Vechta,Landkreise
Campground Dammeyer - Heseker,52.49649280000001,8.3570009,POINT (8.3570009 52.49649280000001),Niedersachsen,Hannover,Diepholz,Landkreise
Campingplatz Rennegarbe,52.4942765,8.3531822,POINT (8.3531822 52.4942765),Niedersachsen,Hannover,Diepholz,Landkreise
Ferienhof Ehrlingshof,52.604767,8.462947999999999,POINT (8.462947999999999 52.604767),Niedersachsen,Hannover,Diepholz,Landkreise
Campingplatz Dümmer-See C12 - Heiko Picksmeier-Piening,52.4966861,8.3601035,POINT (8.3601035 52.4966861),Niedersachsen,Hannover,Diepholz,Landkreise
Campingplatz Osterwald,52.38927,8.70657,POINT (8.70657 52.38927),Nordrhein-Westfalen,Detmold,Minden-Lübbecke,Landkreise
"Campingplatz ""Am Hahler Hafen""",52.29819029999999,8.8585152,POINT (8.8585152 52.29819029999999),Nordrhein-Westfalen,Detmold,Minden-Lübbecke,Landkreise
Wohnmobilstellplatz Am Heldenhain Diepholz,52.6133475,8.3708186,POINT (8.3708186 52.6133475),Niedersachsen,Hannover,Diepholz,Landkreise
