,ID,Jahr,Monat,Gastro_Id,Umsatz in millionen, TMK,Jahr_Monat
1077,1077,2002,2,WZ08-55-01,107.8,7.35,2002-2
1078,1078,2002,3,WZ08-55,104.7,7.7,2002-3
1079,1079,2002,3,WZ08-551,105.1,7.7,2002-3
1080,1080,2002,3,WZ08-552,98.9,7.7,2002-3
1081,1081,2002,3,WZ08-553,85.3,7.7,2002-3
1082,1082,2002,3,WZ08-559,79.0,7.7,2002-3
1083,1083,2002,3,WZ08-56,134.4,7.7,2002-3
1084,1084,2002,3,WZ08-561,140.2,7.7,2002-3
1085,1085,2002,3,WZ08-562,93.3,7.7,2002-3
1086,1086,2002,3,WZ08-563,172.7,7.7,2002-3
1087,1087,2002,3,WZ08-561-01,144.6,7.7,2002-3
1088,1088,2002,3,WZ08-55-01,122.4,7.7,2002-3
1089,1089,2002,4,WZ08-55,111.5,10.149999999999999,2002-4
1090,1090,2002,4,WZ08-551,111.1,10.149999999999999,2002-4
1091,1091,2002,4,WZ08-552,108.3,10.149999999999999,2002-4
1092,1092,2002,4,WZ08-553,138.4,10.149999999999999,2002-4
1093,1093,2002,4,WZ08-559,78.1,10.149999999999999,2002-4
1094,1094,2002,4,WZ08-56,133.6,10.149999999999999,2002-4
1095,1095,2002,4,WZ08-561,139.1,10.149999999999999,2002-4
1096,1096,2002,4,WZ08-562,96.8,10.149999999999999,2002-4
1097,1097,2002,4,WZ08-563,166.3,10.149999999999999,2002-4
1098,1098,2002,4,WZ08-561-01,142.7,10.149999999999999,2002-4
1099,1099,2002,4,WZ08-55-01,124.7,10.149999999999999,2002-4
1100,1100,2002,5,WZ08-55,123.8,15.0,2002-5
1101,1101,2002,5,WZ08-551,122.6,15.0,2002-5
1102,1102,2002,5,WZ08-552,140.6,15.0,2002-5
1103,1103,2002,5,WZ08-553,121.6,15.0,2002-5
1104,1104,2002,5,WZ08-559,125.4,15.0,2002-5
1105,1105,2002,5,WZ08-56,142.9,15.0,2002-5
1106,1106,2002,5,WZ08-561,152.8,15.0,2002-5
1107,1107,2002,5,WZ08-562,91.4,15.0,2002-5
1108,1108,2002,5,WZ08-563,175.6,15.0,2002-5
1109,1109,2002,5,WZ08-561-01,155.8,15.0,2002-5
1110,1110,2002,5,WZ08-55-01,135.3,15.0,2002-5
1111,1111,2002,6,WZ08-55,124.6,19.65,2002-6
1112,1112,2002,6,WZ08-551,123.1,19.65,2002-6
1113,1113,2002,6,WZ08-552,146.6,19.65,2002-6
1114,1114,2002,6,WZ08-553,117.8,19.65,2002-6
1115,1115,2002,6,WZ08-559,137.3,19.65,2002-6
1116,1116,2002,6,WZ08-56,137.4,19.65,2002-6
1117,1117,2002,6,WZ08-561,144.5,19.65,2002-6
1118,1118,2002,6,WZ08-562,95.2,19.65,2002-6
1119,1119,2002,6,WZ08-563,169.1,19.65,2002-6
1120,1120,2002,6,WZ08-561-01,147.9,19.65,2002-6
1121,1121,2002,6,WZ08-55-01,132.3,19.65,2002-6
1122,1122,2002,7,WZ08-55,121.1,18.7,2002-7
1123,1123,2002,7,WZ08-551,117.5,18.7,2002-7
1124,1124,2002,7,WZ08-552,168.5,18.7,2002-7
1125,1125,2002,7,WZ08-553,145.1,18.7,2002-7
1126,1126,2002,7,WZ08-559,185.7,18.7,2002-7
1127,1127,2002,7,WZ08-56,138.7,18.7,2002-7
1128,1128,2002,7,WZ08-561,148.2,18.7,2002-7
1129,1129,2002,7,WZ08-562,94.8,18.7,2002-7
1130,1130,2002,7,WZ08-563,160.8,18.7,2002-7
1131,1131,2002,7,WZ08-561-01,149.8,18.7,2002-7
1132,1132,2002,7,WZ08-55-01,131.7,18.7,2002-7
1133,1133,2002,8,WZ08-55,124.2,19.8,2002-8
1134,1134,2002,8,WZ08-551,120.7,19.8,2002-8
1135,1135,2002,8,WZ08-552,168.0,19.8,2002-8
1136,1136,2002,8,WZ08-553,153.6,19.8,2002-8
1137,1137,2002,8,WZ08-559,178.1,19.8,2002-8
1138,1138,2002,8,WZ08-56,139.5,19.8,2002-8
1139,1139,2002,8,WZ08-561,149.5,19.8,2002-8
1140,1140,2002,8,WZ08-562,89.5,19.8,2002-8
1141,1141,2002,8,WZ08-563,168.7,19.8,2002-8
1142,1142,2002,8,WZ08-561-01,152.0,19.8,2002-8
1143,1143,2002,8,WZ08-55-01,133.3,19.8,2002-8
1144,1144,2002,9,WZ08-55,136.2,15.1,2002-9
1145,1145,2002,9,WZ08-551,135.4,15.1,2002-9
1146,1146,2002,9,WZ08-552,158.6,15.1,2002-9
1147,1147,2002,9,WZ08-553,88.4,15.1,2002-9
1148,1148,2002,9,WZ08-559,141.7,15.1,2002-9
1149,1149,2002,9,WZ08-56,135.4,15.1,2002-9
1150,1150,2002,9,WZ08-561,142.4,15.1,2002-9
1151,1151,2002,9,WZ08-562,96.7,15.1,2002-9
1152,1152,2002,9,WZ08-563,162.1,15.1,2002-9
1153,1153,2002,9,WZ08-561-01,145.1,15.1,2002-9
1154,1154,2002,9,WZ08-55-01,135.9,15.1,2002-9
1155,1155,2002,10,WZ08-55,123.8,10.8,2002-10
1156,1156,2002,10,WZ08-551,123.9,10.8,2002-10
1157,1157,2002,10,WZ08-552,134.4,10.8,2002-10
1158,1158,2002,10,WZ08-553,69.3,10.8,2002-10
1159,1159,2002,10,WZ08-559,108.4,10.8,2002-10
1160,1160,2002,10,WZ08-56,131.3,10.8,2002-10
1161,1161,2002,10,WZ08-561,135.8,10.8,2002-10
1162,1162,2002,10,WZ08-562,94.9,10.8,2002-10
1163,1163,2002,10,WZ08-563,169.1,10.8,2002-10
1164,1164,2002,10,WZ08-561-01,140.3,10.8,2002-10
1165,1165,2002,10,WZ08-55-01,128.3,10.8,2002-10
1166,1166,2002,11,WZ08-55,98.3,8.0,2002-11
1167,1167,2002,11,WZ08-551,100.7,8.0,2002-11
1168,1168,2002,11,WZ08-552,72.0,8.0,2002-11
1169,1169,2002,11,WZ08-553,41.8,8.0,2002-11
1170,1170,2002,11,WZ08-559,43.0,8.0,2002-11
1171,1171,2002,11,WZ08-56,121.4,8.0,2002-11
1172,1172,2002,11,WZ08-561,123.4,8.0,2002-11
1173,1173,2002,11,WZ08-562,94.0,8.0,2002-11
1174,1174,2002,11,WZ08-563,159.6,8.0,2002-11
1175,1175,2002,11,WZ08-561-01,128.3,8.0,2002-11
1176,1176,2002,11,WZ08-55-01,112.2,8.0,2002-11
1177,1177,2002,12,WZ08-55,94.7,5.2,2002-12
1178,1178,2002,12,WZ08-551,96.8,5.2,2002-12
1179,1179,2002,12,WZ08-552,67.2,5.2,2002-12
1180,1180,2002,12,WZ08-553,42.0,5.2,2002-12
1181,1181,2002,12,WZ08-559,67.5,5.2,2002-12
1182,1182,2002,12,WZ08-56,132.8,5.2,2002-12
1183,1183,2002,12,WZ08-561,138.4,5.2,2002-12
1184,1184,2002,12,WZ08-562,89.6,5.2,2002-12
1185,1185,2002,12,WZ08-563,176.4,5.2,2002-12
1186,1186,2002,12,WZ08-561-01,143.6,5.2,2002-12
1187,1187,2002,12,WZ08-55-01,117.4,5.2,2002-12
1188,1419,2004,10,WZ08-55,118.7,10.4,2004-10
1189,1420,2004,10,WZ08-551,119.1,10.4,2004-10
1190,1421,2004,10,WZ08-552,123.4,10.4,2004-10
1191,1422,2004,10,WZ08-553,74.2,10.4,2004-10
1192,1423,2004,10,WZ08-559,82.8,10.4,2004-10
1193,1424,2004,10,WZ08-56,123.1,10.4,2004-10
1194,1425,2004,10,WZ08-561,125.4,10.4,2004-10
1195,1426,2004,10,WZ08-562,94.0,10.4,2004-10
1196,1427,2004,10,WZ08-563,161.0,10.4,2004-10
1197,1428,2004,10,WZ08-561-01,130.4,10.4,2004-10
1198,1429,2004,10,WZ08-55-01,121.5,10.4,2004-10
1199,1430,2004,11,WZ08-55,94.1,4.55,2004-11
1200,1431,2004,11,WZ08-551,95.4,4.55,2004-11
1201,1432,2004,11,WZ08-552,86.6,4.55,2004-11
1202,1433,2004,11,WZ08-553,29.7,4.55,2004-11
1203,1434,2004,11,WZ08-559,63.1,4.55,2004-11
1204,1435,2004,11,WZ08-56,112.6,4.55,2004-11
1205,1436,2004,11,WZ08-561,112.9,4.55,2004-11
1206,1437,2004,11,WZ08-562,92.0,4.55,2004-11
1207,1438,2004,11,WZ08-563,148.0,4.55,2004-11
1208,1439,2004,11,WZ08-561-01,117.8,4.55,2004-11
1209,1440,2004,11,WZ08-55-01,105.1,4.55,2004-11
1210,1441,2004,12,WZ08-55,91.8,1.5,2004-12
1211,1442,2004,12,WZ08-551,93.3,1.5,2004-12
1212,1443,2004,12,WZ08-552,76.9,1.5,2004-12
1213,1444,2004,12,WZ08-553,34.0,1.5,2004-12
1214,1445,2004,12,WZ08-559,72.3,1.5,2004-12
1215,1446,2004,12,WZ08-56,125.2,1.5,2004-12
1216,1447,2004,12,WZ08-561,127.7,1.5,2004-12
1217,1448,2004,12,WZ08-562,92.2,1.5,2004-12
1218,1449,2004,12,WZ08-563,169.8,1.5,2004-12
1219,1450,2004,12,WZ08-561-01,133.4,1.5,2004-12
1220,1451,2004,12,WZ08-55-01,111.6,1.5,2004-12
1221,1452,2005,1,WZ08-55,79.3,4.0,2005-1
1222,1453,2005,1,WZ08-551,77.7,4.0,2005-1
1223,1454,2005,1,WZ08-552,75.9,4.0,2005-1
1224,1455,2005,1,WZ08-553,165.5,4.0,2005-1
1225,1456,2005,1,WZ08-559,86.0,4.0,2005-1
1226,1457,2005,1,WZ08-56,104.5,4.0,2005-1
1227,1458,2005,1,WZ08-561,105.0,4.0,2005-1
1228,1459,2005,1,WZ08-562,83.3,4.0,2005-1
1229,1460,2005,1,WZ08-563,140.0,4.0,2005-1
1230,1461,2005,1,WZ08-561-01,109.9,4.0,2005-1
1231,1462,2005,1,WZ08-55-01,94.4,4.0,2005-1
1232,1463,2005,2,WZ08-55,80.5,-0.55,2005-2
1233,1464,2005,2,WZ08-551,80.4,-0.55,2005-2
1234,1465,2005,2,WZ08-552,79.3,-0.55,2005-2
1235,1466,2005,2,WZ08-553,62.5,-0.55,2005-2
1236,1467,2005,2,WZ08-559,99.0,-0.55,2005-2
1237,1468,2005,2,WZ08-56,99.8,-0.55,2005-2
1238,1469,2005,2,WZ08-561,98.7,-0.55,2005-2
1239,1470,2005,2,WZ08-562,84.5,-0.55,2005-2
1240,1471,2005,2,WZ08-563,133.8,-0.55,2005-2
1241,1472,2005,2,WZ08-561-01,103.5,-0.55,2005-2
1242,1473,2005,2,WZ08-55-01,92.0,-0.55,2005-2
1243,1474,2005,3,WZ08-55,90.5,8.8,2005-3
1244,1475,2005,3,WZ08-551,89.4,8.8,2005-3
1245,1476,2005,3,WZ08-552,97.6,8.8,2005-3
1246,1477,2005,3,WZ08-553,115.8,8.8,2005-3
1247,1478,2005,3,WZ08-559,89.2,8.8,2005-3
1248,1479,2005,3,WZ08-56,112.1,8.8,2005-3
1249,1480,2005,3,WZ08-561,113.6,8.8,2005-3
1250,1481,2005,3,WZ08-562,89.0,8.8,2005-3
1251,1482,2005,3,WZ08-563,145.0,8.8,2005-3
1252,1483,2005,3,WZ08-561-01,117.9,8.8,2005-3
1253,1484,2005,3,WZ08-55-01,103.3,8.8,2005-3
1254,1485,2005,4,WZ08-55,99.4,11.35,2005-4
1255,1486,2005,4,WZ08-551,99.0,11.35,2005-4
1256,1487,2005,4,WZ08-552,102.5,11.35,2005-4
1257,1488,2005,4,WZ08-553,99.3,11.35,2005-4
1258,1489,2005,4,WZ08-559,78.2,11.35,2005-4
1259,1490,2005,4,WZ08-56,116.0,11.35,2005-4
1260,1491,2005,4,WZ08-561,117.8,11.35,2005-4
1261,1492,2005,4,WZ08-562,92.3,11.35,2005-4
1262,1493,2005,4,WZ08-563,147.7,11.35,2005-4
1263,1494,2005,4,WZ08-561-01,121.9,11.35,2005-4
1264,1495,2005,4,WZ08-55-01,109.3,11.35,2005-4
1265,1496,2005,5,WZ08-55,112.7,13.5,2005-5
1266,1497,2005,5,WZ08-551,111.5,13.5,2005-5
1267,1498,2005,5,WZ08-552,129.1,13.5,2005-5
1268,1499,2005,5,WZ08-553,114.4,13.5,2005-5
1269,1500,2005,5,WZ08-559,100.2,13.5,2005-5
1270,1501,2005,5,WZ08-56,122.9,13.5,2005-5
1271,1502,2005,5,WZ08-561,127.6,13.5,2005-5
1272,1503,2005,5,WZ08-562,89.6,13.5,2005-5
1273,1504,2005,5,WZ08-563,155.4,13.5,2005-5
1274,1505,2005,5,WZ08-561-01,131.5,13.5,2005-5
1275,1506,2005,5,WZ08-55-01,118.9,13.5,2005-5
1276,1507,2005,6,WZ08-55,110.3,19.9,2005-6
1277,1508,2005,6,WZ08-551,109.2,19.9,2005-6
1278,1509,2005,6,WZ08-552,133.2,19.9,2005-6
1279,1510,2005,6,WZ08-553,93.0,19.9,2005-6
1280,1511,2005,6,WZ08-559,110.5,19.9,2005-6
1281,1512,2005,6,WZ08-56,120.0,19.9,2005-6
1282,1513,2005,6,WZ08-561,122.4,19.9,2005-6
1283,1514,2005,6,WZ08-562,98.9,19.9,2005-6
1284,1515,2005,6,WZ08-563,144.3,19.9,2005-6
1285,1516,2005,6,WZ08-561-01,125.3,19.9,2005-6
1286,1517,2005,6,WZ08-55-01,116.2,19.9,2005-6
1287,1518,2005,7,WZ08-55,108.5,19.8,2005-7
1288,1519,2005,7,WZ08-551,105.3,19.8,2005-7
1289,1520,2005,7,WZ08-552,152.7,19.8,2005-7
1290,1521,2005,7,WZ08-553,147.6,19.8,2005-7
1291,1522,2005,7,WZ08-559,112.3,19.8,2005-7
1292,1523,2005,7,WZ08-56,125.4,19.8,2005-7
1293,1524,2005,7,WZ08-561,131.2,19.8,2005-7
1294,1525,2005,7,WZ08-562,90.6,19.8,2005-7
1295,1526,2005,7,WZ08-563,153.2,19.8,2005-7
1296,1527,2005,7,WZ08-561-01,134.1,19.8,2005-7
1297,1528,2005,7,WZ08-55-01,118.7,19.8,2005-7
1298,1529,2005,8,WZ08-55,112.2,17.7,2005-8
1299,1530,2005,8,WZ08-551,109.2,17.7,2005-8
1300,1531,2005,8,WZ08-552,149.0,17.7,2005-8
1301,1532,2005,8,WZ08-553,158.4,17.7,2005-8
1302,1533,2005,8,WZ08-559,106.4,17.7,2005-8
1303,1534,2005,8,WZ08-56,122.3,17.7,2005-8
1304,1535,2005,8,WZ08-561,127.9,17.7,2005-8
1305,1536,2005,8,WZ08-562,88.0,17.7,2005-8
1306,1537,2005,8,WZ08-563,151.5,17.7,2005-8
1307,1538,2005,8,WZ08-561-01,131.1,17.7,2005-8
1308,1539,2005,8,WZ08-55-01,118.4,17.7,2005-8
1309,1540,2005,9,WZ08-55,125.6,17.25,2005-9
1310,1541,2005,9,WZ08-551,124.8,17.25,2005-9
1311,1542,2005,9,WZ08-552,142.1,17.25,2005-9
1312,1543,2005,9,WZ08-553,113.6,17.25,2005-9
1313,1544,2005,9,WZ08-559,95.7,17.25,2005-9
1314,1545,2005,9,WZ08-56,123.3,17.25,2005-9
1315,1546,2005,9,WZ08-561,125.8,17.25,2005-9
1316,1547,2005,9,WZ08-562,100.9,17.25,2005-9
1317,1548,2005,9,WZ08-563,149.5,17.25,2005-9
1318,1549,2005,9,WZ08-561-01,128.9,17.25,2005-9
1319,1550,2005,9,WZ08-55-01,124.3,17.25,2005-9
1320,1551,2005,10,WZ08-55,116.0,12.7,2005-10
1321,1552,2005,10,WZ08-551,116.0,12.7,2005-10
1322,1553,2005,10,WZ08-552,128.3,12.7,2005-10
1323,1554,2005,10,WZ08-553,68.8,12.7,2005-10
1324,1555,2005,10,WZ08-559,103.3,12.7,2005-10
1325,1556,2005,10,WZ08-56,120.8,12.7,2005-10
1326,1557,2005,10,WZ08-561,124.1,12.7,2005-10
1327,1558,2005,10,WZ08-562,92.2,12.7,2005-10
1328,1559,2005,10,WZ08-563,153.2,12.7,2005-10
1329,1560,2005,10,WZ08-561-01,128.1,12.7,2005-10
1330,1561,2005,10,WZ08-55-01,119.0,12.7,2005-10
1331,1562,2005,11,WZ08-55,90.3,4.050000000000001,2005-11
1332,1563,2005,11,WZ08-551,91.1,4.050000000000001,2005-11
1333,1564,2005,11,WZ08-552,86.0,4.050000000000001,2005-11
1334,1565,2005,11,WZ08-553,29.5,4.050000000000001,2005-11
1335,1566,2005,11,WZ08-559,94.2,4.050000000000001,2005-11
1336,1567,2005,11,WZ08-56,108.8,4.050000000000001,2005-11
1337,1568,2005,11,WZ08-561,108.7,4.050000000000001,2005-11
1338,1569,2005,11,WZ08-562,93.9,4.050000000000001,2005-11
1339,1570,2005,11,WZ08-563,137.0,4.050000000000001,2005-11
1340,1571,2005,11,WZ08-561-01,112.6,4.050000000000001,2005-11
1341,1572,2005,11,WZ08-55-01,101.4,4.050000000000001,2005-11
1342,1573,2005,12,WZ08-55,94.1,1.5,2005-12
1343,1574,2005,12,WZ08-551,95.9,1.5,2005-12
1344,1575,2005,12,WZ08-552,76.4,1.5,2005-12
1345,1576,2005,12,WZ08-553,31.7,1.5,2005-12
1346,1577,2005,12,WZ08-559,90.6,1.5,2005-12
1347,1578,2005,12,WZ08-56,123.8,1.5,2005-12
1348,1579,2005,12,WZ08-561,125.1,1.5,2005-12
1349,1580,2005,12,WZ08-562,96.2,1.5,2005-12
1350,1581,2005,12,WZ08-563,165.7,1.5,2005-12
1351,1582,2005,12,WZ08-561-01,130.7,1.5,2005-12
1352,1583,2005,12,WZ08-55-01,111.7,1.5,2005-12
1353,1584,2006,1,WZ08-55,79.5,-0.4,2006-1
1354,1585,2006,1,WZ08-551,79.2,-0.4,2006-1
1355,1586,2006,1,WZ08-552,75.7,-0.4,2006-1
1356,1587,2006,1,WZ08-553,88.7,-0.4,2006-1
1357,1588,2006,1,WZ08-559,96.0,-0.4,2006-1
1358,1589,2006,1,WZ08-56,101.3,-0.4,2006-1
1359,1590,2006,1,WZ08-561,101.0,-0.4,2006-1
1360,1591,2006,1,WZ08-562,84.2,-0.4,2006-1
1361,1592,2006,1,WZ08-563,133.3,-0.4,2006-1
1362,1593,2006,1,WZ08-561-01,105.5,-0.4,2006-1
1363,1594,2006,1,WZ08-55-01,92.5,-0.4,2006-1
1364,1595,2006,2,WZ08-55,82.1,1.3,2006-2
1365,1596,2006,2,WZ08-551,81.4,1.3,2006-2
1366,1597,2006,2,WZ08-552,74.9,1.3,2006-2
1367,1598,2006,2,WZ08-553,129.3,1.3,2006-2
1368,1599,2006,2,WZ08-559,88.3,1.3,2006-2
1369,1600,2006,2,WZ08-56,98.7,1.3,2006-2
1370,1601,2006,2,WZ08-561,97.2,1.3,2006-2
1371,1602,2006,2,WZ08-562,84.2,1.3,2006-2
1372,1603,2006,2,WZ08-563,133.3,1.3,2006-2
1373,1604,2006,2,WZ08-561-01,102.3,1.3,2006-2
1374,1605,2006,2,WZ08-55-01,92.0,1.3,2006-2
1375,1606,2006,3,WZ08-55,93.1,2.8,2006-3
1376,1607,2006,3,WZ08-551,92.9,2.8,2006-3
1377,1608,2006,3,WZ08-552,85.2,2.8,2006-3
1378,1609,2006,3,WZ08-553,111.3,2.8,2006-3
1379,1610,2006,3,WZ08-559,88.8,2.8,2006-3
1380,1611,2006,3,WZ08-56,107.6,2.8,2006-3
1381,1612,2006,3,WZ08-561,106.6,2.8,2006-3
1382,1613,2006,3,WZ08-562,93.7,2.8,2006-3
1383,1614,2006,3,WZ08-563,139.2,2.8,2006-3
1384,1615,2006,3,WZ08-561-01,111.1,2.8,2006-3
1385,1616,2006,3,WZ08-55-01,101.7,2.8,2006-3
1386,1617,2006,4,WZ08-55,97.6,10.35,2006-4
1387,1618,2006,4,WZ08-551,96.6,10.35,2006-4
1388,1619,2006,4,WZ08-552,103.6,10.35,2006-4
1389,1620,2006,4,WZ08-553,112.4,10.35,2006-4
1390,1621,2006,4,WZ08-559,97.2,10.35,2006-4
1391,1622,2006,4,WZ08-56,114.6,10.35,2006-4
1392,1623,2006,4,WZ08-561,116.8,10.35,2006-4
1393,1624,2006,4,WZ08-562,89.5,10.35,2006-4
1394,1625,2006,4,WZ08-563,145.9,10.35,2006-4
1395,1626,2006,4,WZ08-561-01,120.9,10.35,2006-4
1396,1627,2006,4,WZ08-55-01,107.6,10.35,2006-4
1397,1628,2006,5,WZ08-55,118.4,15.5,2006-5
1398,1629,2006,5,WZ08-551,118.2,15.5,2006-5
1399,1630,2006,5,WZ08-552,127.0,15.5,2006-5
1400,1631,2006,5,WZ08-553,88.3,15.5,2006-5
1401,1632,2006,5,WZ08-559,104.1,15.5,2006-5
1402,1633,2006,5,WZ08-56,120.7,15.5,2006-5
1403,1634,2006,5,WZ08-561,123.1,15.5,2006-5
1404,1635,2006,5,WZ08-562,97.6,15.5,2006-5
1405,1636,2006,5,WZ08-563,149.1,15.5,2006-5
1406,1637,2006,5,WZ08-561-01,126.5,15.5,2006-5
1407,1638,2006,5,WZ08-55-01,119.9,15.5,2006-5
1408,1639,2006,6,WZ08-55,115.1,20.75,2006-6
1409,1640,2006,6,WZ08-551,113.6,20.75,2006-6
1410,1641,2006,6,WZ08-552,134.5,20.75,2006-6
1411,1642,2006,6,WZ08-553,131.6,20.75,2006-6
1412,1643,2006,6,WZ08-559,100.1,20.75,2006-6
1413,1644,2006,6,WZ08-56,119.4,20.75,2006-6
1414,1645,2006,6,WZ08-561,121.5,20.75,2006-6
1415,1646,2006,6,WZ08-562,94.3,20.75,2006-6
1416,1647,2006,6,WZ08-563,151.5,20.75,2006-6
1417,1648,2006,6,WZ08-561-01,125.7,20.75,2006-6
1418,1649,2006,6,WZ08-55-01,117.7,20.75,2006-6
1419,1650,2006,7,WZ08-55,115.2,24.0,2006-7
1420,1651,2006,7,WZ08-551,112.3,24.0,2006-7
1421,1652,2006,7,WZ08-552,150.8,24.0,2006-7
1422,1653,2006,7,WZ08-553,170.6,24.0,2006-7
1423,1654,2006,7,WZ08-559,103.1,24.0,2006-7
1424,1655,2006,7,WZ08-56,124.2,24.0,2006-7
1425,1656,2006,7,WZ08-561,129.4,24.0,2006-7
1426,1657,2006,7,WZ08-562,94.9,24.0,2006-7
1427,1658,2006,7,WZ08-563,146.4,24.0,2006-7
1428,1659,2006,7,WZ08-561-01,131.7,24.0,2006-7
1429,1660,2006,7,WZ08-55-01,120.7,24.0,2006-7
1430,1661,2006,8,WZ08-55,111.3,16.8,2006-8
1431,1662,2006,8,WZ08-551,108.4,16.8,2006-8
1432,1663,2006,8,WZ08-552,155.4,16.8,2006-8
1433,1664,2006,8,WZ08-553,142.8,16.8,2006-8
1434,1665,2006,8,WZ08-559,93.7,16.8,2006-8
1435,1666,2006,8,WZ08-56,119.4,16.8,2006-8
1436,1667,2006,8,WZ08-561,124.0,16.8,2006-8
1437,1668,2006,8,WZ08-562,89.9,16.8,2006-8
1438,1669,2006,8,WZ08-563,144.5,16.8,2006-8
1439,1670,2006,8,WZ08-561-01,126.8,16.8,2006-8
1440,1671,2006,8,WZ08-55-01,116.3,16.8,2006-8
1441,1672,2006,9,WZ08-55,129.6,18.25,2006-9
1442,1673,2006,9,WZ08-551,128.7,18.25,2006-9
1443,1674,2006,9,WZ08-552,150.6,18.25,2006-9
1444,1675,2006,9,WZ08-553,100.9,18.25,2006-9
1445,1676,2006,9,WZ08-559,94.8,18.25,2006-9
1446,1677,2006,9,WZ08-56,123.6,18.25,2006-9
1447,1678,2006,9,WZ08-561,125.5,18.25,2006-9
1448,1679,2006,9,WZ08-562,103.1,18.25,2006-9
1449,1680,2006,9,WZ08-563,149.9,18.25,2006-9
1450,1681,2006,9,WZ08-561-01,128.7,18.25,2006-9
1451,1682,2006,9,WZ08-55-01,126.3,18.25,2006-9
1452,1683,2006,10,WZ08-55,118.4,13.6,2006-10
1453,1684,2006,10,WZ08-551,118.4,13.6,2006-10
1454,1685,2006,10,WZ08-552,127.3,13.6,2006-10
1455,1686,2006,10,WZ08-553,76.8,13.6,2006-10
1456,1687,2006,10,WZ08-559,101.1,13.6,2006-10
1457,1688,2006,10,WZ08-56,118.6,13.6,2006-10
1458,1689,2006,10,WZ08-561,120.8,13.6,2006-10
1459,1690,2006,10,WZ08-562,94.6,13.6,2006-10
1460,1691,2006,10,WZ08-563,148.7,13.6,2006-10
1461,1692,2006,10,WZ08-561-01,124.5,13.6,2006-10
1462,1693,2006,10,WZ08-55-01,118.6,13.6,2006-10
1463,1694,2006,11,WZ08-55,89.4,7.9,2006-11
1464,1695,2006,11,WZ08-551,90.7,7.9,2006-11
1465,1696,2006,11,WZ08-552,74.7,7.9,2006-11
1466,1697,2006,11,WZ08-553,35.4,7.9,2006-11
1467,1698,2006,11,WZ08-559,88.9,7.9,2006-11
1468,1699,2006,11,WZ08-56,108.8,7.9,2006-11
1469,1700,2006,11,WZ08-561,108.3,7.9,2006-11
1470,1701,2006,11,WZ08-562,95.5,7.9,2006-11
1471,1702,2006,11,WZ08-563,136.9,7.9,2006-11
1472,1703,2006,11,WZ08-561-01,112.1,7.9,2006-11
1473,1704,2006,11,WZ08-55-01,101.0,7.9,2006-11
1474,1705,2006,12,WZ08-55,98.3,4.3,2006-12
1475,1706,2006,12,WZ08-551,99.8,4.3,2006-12
1476,1707,2006,12,WZ08-552,74.2,4.3,2006-12
1477,1708,2006,12,WZ08-553,72.1,4.3,2006-12
1478,1709,2006,12,WZ08-559,91.7,4.3,2006-12
1479,1710,2006,12,WZ08-56,124.6,4.3,2006-12
1480,1711,2006,12,WZ08-561,126.3,4.3,2006-12
1481,1712,2006,12,WZ08-562,95.4,4.3,2006-12
1482,1713,2006,12,WZ08-563,168.0,4.3,2006-12
1483,1714,2006,12,WZ08-561-01,131.9,4.3,2006-12
1484,1715,2006,12,WZ08-55-01,114.1,4.3,2006-12
1485,1716,2007,1,WZ08-55,80.9,7.0,2007-1
1486,1717,2007,1,WZ08-551,79.4,7.0,2007-1
1487,1718,2007,1,WZ08-552,70.1,7.0,2007-1
1488,1719,2007,1,WZ08-553,175.9,7.0,2007-1
1489,1720,2007,1,WZ08-559,119.6,7.0,2007-1
1490,1721,2007,1,WZ08-56,98.9,7.0,2007-1
1491,1722,2007,1,WZ08-561,98.2,7.0,2007-1
1492,1723,2007,1,WZ08-562,88.0,7.0,2007-1
1493,1724,2007,1,WZ08-563,123.2,7.0,2007-1
1494,1725,2007,1,WZ08-561-01,101.6,7.0,2007-1
1495,1726,2007,1,WZ08-55-01,91.6,7.0,2007-1
1496,1727,2007,2,WZ08-55,82.3,5.95,2007-2
1497,1728,2007,2,WZ08-551,82.6,5.95,2007-2
1498,1729,2007,2,WZ08-552,71.6,5.95,2007-2
1499,1730,2007,2,WZ08-553,75.9,5.95,2007-2
1500,1731,2007,2,WZ08-559,108.7,5.95,2007-2
1501,1732,2007,2,WZ08-56,98.0,5.95,2007-2
1502,1733,2007,2,WZ08-561,96.8,5.95,2007-2
1503,1734,2007,2,WZ08-562,86.4,5.95,2007-2
1504,1735,2007,2,WZ08-563,127.0,5.95,2007-2
1505,1736,2007,2,WZ08-561-01,100.9,5.95,2007-2
1506,1737,2007,2,WZ08-55-01,91.6,5.95,2007-2
1507,1738,2007,3,WZ08-55,97.9,8.1,2007-3
1508,1739,2007,3,WZ08-551,97.4,8.1,2007-3
1509,1740,2007,3,WZ08-552,91.0,8.1,2007-3
1510,1741,2007,3,WZ08-553,127.9,8.1,2007-3
1511,1742,2007,3,WZ08-559,117.0,8.1,2007-3
1512,1743,2007,3,WZ08-56,110.6,8.1,2007-3
1513,1744,2007,3,WZ08-561,110.2,8.1,2007-3
1514,1745,2007,3,WZ08-562,97.8,8.1,2007-3
1515,1746,2007,3,WZ08-563,137.0,8.1,2007-3
1516,1747,2007,3,WZ08-561-01,113.8,8.1,2007-3
1517,1748,2007,3,WZ08-55-01,105.6,8.1,2007-3
